
> First Solve, disconnected reactive stages
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
2018-07-06 15:26:02 - Elapsed time from last log
Elapsed time: 0:03:20
============================================================================================================

> Working on Reflux, PR ratio = 0.25
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-69.8				1.2907	0.1481	0.0493		1.0377

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		172.6	0.000	0.0000	0.000		2.5260	0.1557	0.0000		20.000
NON-react[2]		201.1	0.000	0.0000	0.000		2.5336	0.1409	0.0000		20.000
NON-react[3]		212.6	0.000	0.0000	0.000		2.5188	0.1242	0.0000		20.000
React-ive[4]		220.0	-40.6	0.2640	0.463		2.5021	0.0835	0.0000		20.000
NON-react[5]		216.2	0.000	0.0000	0.000		1.9735	0.0680	0.0000		20.000
React-ive[6]		220.0	-42.1	0.2651	0.521		1.9580	0.0508	0.0000		20.000
React-ive[7]		220.0	-42.7	0.2655	0.593		1.4550	0.0456	0.0000		20.000
React-ive[8]		220.0	-43.0	0.2657	0.686		0.9649	0.0463	0.0000		20.000
React-ive[9]		220.0	-43.1	0.2658	0.814		0.4810	0.0497	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0497	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0497			19.995
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:27:27 - Elapsed time from last log
Elapsed time: 0:01:26
============================================================================================================

> Working on Reflux, PR ratio = 0.20
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-71.0				1.2974	0.1830	0.0457		1.0350

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		169.9	0.000	0.0000	0.000		2.5613	0.2058	0.0000		20.000
NON-react[2]		198.9	0.000	0.0000	0.000		2.5841	0.1913	0.0000		20.000
NON-react[3]		211.8	0.000	0.0000	0.000		2.5696	0.1740	0.0000		20.000
React-ive[4]		220.0	-39.7	0.2632	0.460		2.5523	0.1142	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.0031	0.0938	0.0000		20.000
React-ive[6]		220.0	-41.7	0.2646	0.519		1.9826	0.0645	0.0000		20.000
React-ive[7]		220.0	-42.5	0.2652	0.592		1.4667	0.0529	0.0000		20.000
React-ive[8]		220.0	-42.9	0.2656	0.686		0.9696	0.0507	0.0000		20.000
React-ive[9]		220.0	-43.0	0.2657	0.813		0.4825	0.0526	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0526	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0526			19.995
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:27:45 - Elapsed time from last log
Elapsed time: 0:00:18
============================================================================================================

> Working on Reflux, PR ratio = 0.17
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-72.2				1.3036	0.2145	0.0429		1.0326

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		168.0	0.000	0.0000	0.000		2.5937	0.2532	0.0000		20.000
NON-react[2]		197.2	0.000	0.0000	0.000		2.6324	0.2396	0.0000		20.000
NON-react[3]		211.0	0.000	0.0000	0.000		2.6188	0.2213	0.0000		20.000
React-ive[4]		220.0	-38.9	0.2624	0.458		2.6005	0.1421	0.0000		20.000
NON-react[5]		215.8	0.000	0.0000	0.000		2.0303	0.1172	0.0000		20.000
React-ive[6]		220.0	-41.2	0.2642	0.518		2.0054	0.0768	0.0000		20.000
React-ive[7]		220.0	-42.3	0.2650	0.591		1.4776	0.0592	0.0000		20.000
React-ive[8]		220.0	-42.8	0.2654	0.685		0.9741	0.0542	0.0000		20.000
React-ive[9]		220.0	-43.0	0.2657	0.813		0.4839	0.0549	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0549	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0549			19.995
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:27:57 - Elapsed time from last log
Elapsed time: 0:00:12
============================================================================================================

> Working on Reflux, PR ratio = 0.14
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-73.4				1.3100	0.2436	0.0406		1.0301

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		167.2	0.000	0.0000	0.000		2.6245	0.2982	0.0000		20.000
NON-react[2]		196.6	0.000	0.0000	0.000		2.6790	0.2875	0.0000		20.000
NON-react[3]		210.7	0.000	0.0000	0.000		2.6684	0.2705	0.0000		20.000
React-ive[4]		220.0	-38.0	0.2616	0.455		2.6513	0.1723	0.0000		20.000
NON-react[5]		215.6	0.000	0.0000	0.000		2.0606	0.1426	0.0000		20.000
React-ive[6]		220.0	-40.8	0.2638	0.516		2.0310	0.0895	0.0000		20.000
React-ive[7]		220.0	-42.1	0.2647	0.590		1.4895	0.0651	0.0000		20.000
React-ive[8]		220.0	-42.7	0.2653	0.685		0.9786	0.0572	0.0000		20.000
React-ive[9]		220.0	-42.9	0.2656	0.813		0.4853	0.0567	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0567	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0567			19.995
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:28:09 - Elapsed time from last log
Elapsed time: 0:00:12
============================================================================================================

> Working on Reflux, PR ratio = 0.12
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-74.4				1.3158	0.2692	0.0384		1.0279

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		166.3	0.000	0.0000	0.000		2.6514	0.3371	0.0000		20.000
NON-react[2]		195.8	0.000	0.0000	0.000		2.7192	0.3279	0.0000		20.000
NON-react[3]		210.4	0.000	0.0000	0.000		2.7100	0.3119	0.0000		20.000
React-ive[4]		220.0	-37.4	0.2610	0.453		2.6941	0.1994	0.0000		20.000
NON-react[5]		215.7	0.000	0.0000	0.000		2.0879	0.1668	0.0000		20.000
React-ive[6]		220.0	-40.4	0.2633	0.515		2.0553	0.1024	0.0000		20.000
React-ive[7]		220.0	-41.8	0.2644	0.589		1.5017	0.0710	0.0000		20.000
React-ive[8]		220.0	-42.5	0.2652	0.684		0.9833	0.0600	0.0000		20.000
React-ive[9]		220.0	-42.9	0.2655	0.813		0.4866	0.0583	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0583	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0583			19.995
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:28:23 - Elapsed time from last log
Elapsed time: 0:00:14
============================================================================================================

> Working on Reflux, PR ratio = 0.11
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-75.3				1.3209	0.2932	0.0366		1.0259

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.5	0.000	0.0000	0.000		2.6767	0.3746	0.0000		20.000
NON-react[2]		194.9	0.000	0.0000	0.000		2.7581	0.3666	0.0000		20.000
NON-react[3]		209.9	0.000	0.0000	0.000		2.7501	0.3505	0.0000		20.000
React-ive[4]		220.0	-36.8	0.2604	0.452		2.7340	0.2227	0.0000		20.000
NON-react[5]		215.7	0.000	0.0000	0.000		2.1114	0.1872	0.0000		20.000
React-ive[6]		220.0	-40.1	0.2630	0.514		2.0759	0.1134	0.0000		20.000
React-ive[7]		220.0	-41.6	0.2642	0.588		1.5122	0.0761	0.0000		20.000
React-ive[8]		220.0	-42.5	0.2650	0.683		0.9874	0.0625	0.0000		20.000
React-ive[9]		220.0	-42.9	0.2655	0.813		0.4878	0.0596	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0596	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0596			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:28:36 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on Reflux, PR ratio = 0.10
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-76.3				1.3259	0.3165	0.0351		1.0239

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.1	0.000	0.0000	0.000		2.7016	0.4125	0.0000		20.000
NON-react[2]		194.4	0.000	0.0000	0.000		2.7977	0.4071	0.0000		20.000
NON-react[3]		209.7	0.000	0.0000	0.000		2.7922	0.3913	0.0000		20.000
React-ive[4]		220.0	-36.1	0.2598	0.450		2.7765	0.2462	0.0000		20.000
NON-react[5]		215.7	0.000	0.0000	0.000		2.1352	0.2070	0.0000		20.000
React-ive[6]		220.0	-39.7	0.2626	0.512		2.0960	0.1235	0.0000		20.000
React-ive[7]		220.0	-41.4	0.2640	0.587		1.5219	0.0806	0.0000		20.000
React-ive[8]		220.0	-42.4	0.2649	0.683		0.9911	0.0645	0.0000		20.000
React-ive[9]		220.0	-42.8	0.2654	0.812		0.4889	0.0607	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0607	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0607			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:28:48 - Elapsed time from last log
Elapsed time: 0:00:12
============================================================================================================

> Working on Reflux, PR ratio = 0.09
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-77.2				1.3311	0.3386	0.0338		1.0220

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.1	0.000	0.0000	0.000		2.7256	0.4489	0.0000		20.000
NON-react[2]		194.3	0.000	0.0000	0.000		2.8359	0.4471	0.0000		20.000
NON-react[3]		209.6	0.000	0.0000	0.000		2.8341	0.4328	0.0000		20.000
React-ive[4]		220.0	-35.4	0.2591	0.448		2.8198	0.2711	0.0000		20.000
NON-react[5]		215.6	0.000	0.0000	0.000		2.1608	0.2281	0.0000		20.000
React-ive[6]		220.0	-39.4	0.2622	0.511		2.1178	0.1338	0.0000		20.000
React-ive[7]		220.0	-41.2	0.2637	0.586		1.5322	0.0849	0.0000		20.000
React-ive[8]		220.0	-42.3	0.2648	0.683		0.9948	0.0663	0.0000		20.000
React-ive[9]		220.0	-42.8	0.2654	0.812		0.4899	0.0616	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0616	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0616			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:29:01 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on Reflux, PR ratio = 0.08
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-78.1				1.3361	0.3588	0.0326		1.0200

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		165.0	0.000	0.0000	0.000		2.7476	0.4817	0.0000		20.000
NON-react[2]		194.2	0.000	0.0000	0.000		2.8706	0.4833	0.0000		20.000
NON-react[3]		209.6	0.000	0.0000	0.000		2.8721	0.4711	0.0000		20.000
React-ive[4]		220.0	-34.9	0.2586	0.446		2.8599	0.2959	0.0000		20.000
NON-react[5]		215.6	0.000	0.0000	0.000		2.1864	0.2498	0.0000		20.000
React-ive[6]		220.0	-39.0	0.2618	0.510		2.1403	0.1448	0.0000		20.000
React-ive[7]		220.0	-41.0	0.2635	0.585		1.5431	0.0893	0.0000		20.000
React-ive[8]		220.0	-42.2	0.2647	0.682		0.9987	0.0680	0.0000		20.000
React-ive[9]		220.0	-42.8	0.2653	0.812		0.4909	0.0624	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0624	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0624			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:29:15 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on Reflux, PR ratio = 0.08
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-78.9				1.3406	0.3770	0.0314		1.0183

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		164.7	0.000	0.0000	0.000		2.7674	0.5110	0.0000		20.000
NON-react[2]		194.0	0.000	0.0000	0.000		2.9014	0.5150	0.0000		20.000
NON-react[3]		209.5	0.000	0.0000	0.000		2.9054	0.5045	0.0000		20.000
React-ive[4]		220.0	-34.5	0.2581	0.444		2.8949	0.3185	0.0000		20.000
NON-react[5]		215.7	0.000	0.0000	0.000		2.2096	0.2703	0.0000		20.000
React-ive[6]		220.0	-38.7	0.2615	0.508		2.1614	0.1556	0.0000		20.000
React-ive[7]		220.0	-40.8	0.2633	0.585		1.5539	0.0937	0.0000		20.000
React-ive[8]		220.0	-42.1	0.2646	0.682		1.0027	0.0698	0.0000		20.000
React-ive[9]		220.0	-42.7	0.2653	0.812		0.4920	0.0632	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0632	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0632			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:29:29 - Elapsed time from last log
Elapsed time: 0:00:14
============================================================================================================

> Working on Reflux, PR ratio = 0.07
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-79.5				1.3447	0.3937	0.0302		1.0168

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		164.4	0.000	0.0000	0.000		2.7855	0.5380	0.0000		20.000
NON-react[2]		193.7	0.000	0.0000	0.000		2.9298	0.5436	0.0000		20.000
NON-react[3]		209.4	0.000	0.0000	0.000		2.9354	0.5341	0.0000		20.000
React-ive[4]		220.0	-34.1	0.2577	0.443		2.9259	0.3382	0.0000		20.000
NON-react[5]		215.8	0.000	0.0000	0.000		2.2299	0.2883	0.0000		20.000
React-ive[6]		220.0	-38.5	0.2612	0.507		2.1801	0.1656	0.0000		20.000
React-ive[7]		220.0	-40.7	0.2630	0.584		1.5639	0.0980	0.0000		20.000
React-ive[8]		220.0	-42.0	0.2645	0.681		1.0065	0.0715	0.0000		20.000
React-ive[9]		220.0	-42.7	0.2652	0.812		0.4930	0.0640	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0640	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0640			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:29:45 - Elapsed time from last log
Elapsed time: 0:00:16
============================================================================================================

> Working on Reflux, PR ratio = 0.07
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-80.1				1.3483	0.4096	0.0292		1.0154

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		164.1	0.000	0.0000	0.000		2.8026	0.5639	0.0000		20.000
NON-react[2]		193.4	0.000	0.0000	0.000		2.9569	0.5709	0.0000		20.000
NON-react[3]		209.2	0.000	0.0000	0.000		2.9639	0.5619	0.0000		20.000
React-ive[4]		220.0	-33.7	0.2573	0.442		2.9549	0.3557	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.2480	0.3042	0.0000		20.000
React-ive[6]		220.0	-38.3	0.2609	0.506		2.1964	0.1745	0.0000		20.000
React-ive[7]		220.0	-40.5	0.2628	0.583		1.5728	0.1018	0.0000		20.000
React-ive[8]		220.0	-42.0	0.2644	0.681		1.0099	0.0730	0.0000		20.000
React-ive[9]		220.0	-42.7	0.2652	0.811		0.4939	0.0647	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0647	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0647			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:29:58 - Elapsed time from last log
Elapsed time: 0:00:14
============================================================================================================

> Working on Reflux, PR ratio = 0.06
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-80.7				1.3518	0.4250	0.0283		1.0140

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.8	0.000	0.0000	0.000		2.8193	0.5895	0.0000		20.000
NON-react[2]		193.1	0.000	0.0000	0.000		2.9838	0.5980	0.0000		20.000
NON-react[3]		209.0	0.000	0.0000	0.000		2.9922	0.5891	0.0000		20.000
React-ive[4]		220.0	-33.3	0.2570	0.441		2.9834	0.3720	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.2647	0.3184	0.0000		20.000
React-ive[6]		220.0	-38.1	0.2607	0.506		2.2111	0.1825	0.0000		20.000
React-ive[7]		220.0	-40.4	0.2627	0.583		1.5808	0.1052	0.0000		20.000
React-ive[8]		220.0	-41.9	0.2643	0.681		1.0130	0.0743	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2651	0.811		0.4947	0.0653	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0653	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0653			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:30:13 - Elapsed time from last log
Elapsed time: 0:00:15
============================================================================================================

> Working on Reflux, PR ratio = 0.06
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-81.3				1.3551	0.4401	0.0275		1.0128

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.7	0.000	0.0000	0.000		2.8357	0.6153	0.0000		20.000
NON-react[2]		192.8	0.000	0.0000	0.000		3.0108	0.6256	0.0000		20.000
NON-react[3]		208.8	0.000	0.0000	0.000		3.0211	0.6169	0.0000		20.000
React-ive[4]		220.0	-32.9	0.2565	0.439		3.0124	0.3877	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.2808	0.3318	0.0000		20.000
React-ive[6]		220.0	-37.9	0.2604	0.505		2.2250	0.1898	0.0000		20.000
React-ive[7]		220.0	-40.2	0.2625	0.582		1.5881	0.1083	0.0000		20.000
React-ive[8]		220.0	-41.8	0.2642	0.680		1.0158	0.0755	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2651	0.811		0.4955	0.0658	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0658	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0658			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:30:26 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on Reflux, PR ratio = 0.06
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-81.9				1.3585	0.4551	0.0267		1.0115

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.5	0.000	0.0000	0.000		2.8520	0.6412	0.0000		20.000
NON-react[2]		192.6	0.000	0.0000	0.000		3.0381	0.6540	0.0000		20.000
NON-react[3]		208.7	0.000	0.0000	0.000		3.0508	0.6455	0.0000		20.000
React-ive[4]		220.0	-32.4	0.2561	0.438		3.0424	0.4034	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.2971	0.3449	0.0000		20.000
React-ive[6]		220.0	-37.7	0.2602	0.504		2.2386	0.1966	0.0000		20.000
React-ive[7]		220.0	-40.1	0.2623	0.581		1.5950	0.1111	0.0000		20.000
React-ive[8]		220.0	-41.8	0.2641	0.680		1.0184	0.0766	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2651	0.811		0.4961	0.0663	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0663	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0663			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:30:39 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on Reflux, PR ratio = 0.05
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-82.6				1.3618	0.4698	0.0261		1.0103

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.5	0.000	0.0000	0.000		2.8681	0.6672	0.0000		20.000
NON-react[2]		192.4	0.000	0.0000	0.000		3.0655	0.6829	0.0000		20.000
NON-react[3]		208.6	0.000	0.0000	0.000		3.0812	0.6751	0.0000		20.000
React-ive[4]		220.0	-31.9	0.2556	0.437		3.0734	0.4196	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.3138	0.3582	0.0000		20.000
React-ive[6]		220.0	-37.5	0.2600	0.503		2.2523	0.2032	0.0000		20.000
React-ive[7]		220.0	-40.0	0.2622	0.581		1.6016	0.1138	0.0000		20.000
React-ive[8]		220.0	-41.7	0.2640	0.680		1.0208	0.0776	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2650	0.811		0.4967	0.0667	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0667	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0667			19.996
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:30:51 - Elapsed time from last log
Elapsed time: 0:00:12
============================================================================================================

> Working on reboiler temperature = 623.15
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-82.8				1.3643	0.4709	0.0261		1.0124

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.5	0.000	0.0000	0.000		2.8738	0.6687	0.0000		20.000
NON-react[2]		192.4	0.000	0.0000	0.000		3.0715	0.6845	0.0000		20.000
NON-react[3]		208.6	0.000	0.0000	0.000		3.0874	0.6767	0.0000		20.000
React-ive[4]		220.0	-31.9	0.2556	0.437		3.0796	0.4211	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.3198	0.3596	0.0000		20.000
React-ive[6]		220.0	-37.5	0.2599	0.503		2.2584	0.2044	0.0000		20.000
React-ive[7]		220.0	-40.0	0.2622	0.580		1.6073	0.1144	0.0000		20.000
React-ive[8]		220.0	-41.7	0.2640	0.679		1.0259	0.0779	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2649	0.810		0.5014	0.0669	0.0000		20.000
NON-react[10]		229.2	0.000	0.0000	0.000		0.0043	0.0721	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	5.799				0.0095	0.0626			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:31:02 - Elapsed time from last log
Elapsed time: 0:00:11
============================================================================================================

> Working on side draw of 20.0% on stage 4
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-76.3				1.3169	0.3850	0.0213		1.0306

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		152.6	0.000	0.0000	0.000		2.7540	0.5008	0.0000		20.000
NON-react[2]		179.8	0.000	0.0000	0.000		2.8699	0.4554	0.0000		20.000
NON-react[3]		199.7	0.000	0.0000	0.000		2.8244	0.3833	0.0000		20.000
React-ive[4]		220.0	-31.8	0.2585	0.452		2.7523	0.1145	0.0286		20.000
NON-react[5]		211.0	0.000	0.0000	0.000		2.0135	0.0664	0.0000		20.000
React-ive[6]		220.0	-41.7	0.2649	0.520		1.9654	0.0398	0.0000		20.000
React-ive[7]		220.0	-42.8	0.2656	0.593		1.4526	0.0361	0.0000		20.000
React-ive[8]		220.0	-43.1	0.2658	0.686		0.9641	0.0386	0.0000		20.000
React-ive[9]		220.0	-43.1	0.2658	0.813		0.4821	0.0431	0.0000		20.000
NON-react[10]		225.5	0.000	0.0000	0.000		0.0022	0.0454	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	4.093				0.0046	0.0408			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:31:15 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on side draw of 70.0% on stage 7
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-76.3				1.3156	0.3857	0.0214		1.0303

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		152.7	0.000	0.0000	0.000		2.7531	0.5024	0.0000		20.000
NON-react[2]		179.9	0.000	0.0000	0.000		2.8698	0.4577	0.0000		20.000
NON-react[3]		199.7	0.000	0.0000	0.000		2.8251	0.3854	0.0000		20.000
React-ive[4]		220.0	-31.6	0.2584	0.452		2.7528	0.1119	0.0279		20.000
NON-react[5]		210.5	0.000	0.0000	0.000		2.0085	0.0626	0.0000		20.000
React-ive[6]		220.0	-41.7	0.2649	0.521		1.9591	0.0368	0.0000		20.000
React-ive[7]		220.0	-42.8	0.2656	0.593		1.4473	0.0099	0.0231		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9586	0.0146	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4792	0.0206	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0010	0.0216	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	2.044				0.0021	0.0195			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
